window,timestamp,ticker,agg_score,signal
1,2025-08-29 18:46:29+00:00,DASH,0.4666666666666666,Long
1,2025-08-26 10:46:00+00:00,DDOG,0.5,Long
1,2025-08-26 16:09:58+00:00,DDOG,0.55,Long
1,2025-08-27 13:00:00+00:00,DDOG,0.6,Long
1,2025-08-27 16:18:37+00:00,DDOG,0.55,Long
1,2025-08-27 20:10:42+00:00,DDOG,0.6333333333333333,Long
1,2025-08-28 07:23:00+00:00,DDOG,0.525,Long
1,2025-08-28 18:43:03+00:00,DDOG,0.5,Long
1,2025-08-28 21:08:54+00:00,DDOG,0.3,Long
1,2025-08-28 21:23:03+00:00,DDOG,0.35,Long
1,2025-08-29 10:14:06+00:00,DDOG,0.42500000000000004,Long
1,2025-08-29 20:26:04+00:00,DDOG,0.17500000000000002,Long
1,2025-09-01 04:39:35+00:00,DDOG,0.0,Neutral
1,2025-08-26 12:30:00+00:00,DXCM,0.0,Neutral
1,2025-08-27 12:00:00+00:00,DXCM,0.25,Long
1,2025-08-28 20:30:25+00:00,DXCM,-0.8,Short
1,2025-08-29 12:21:00+00:00,DXCM,-0.15000000000000002,Short
1,2025-08-29 15:30:07+00:00,DXCM,-0.26666666666666666,Short
1,2025-08-31 04:10:20+00:00,DXCM,0.8,Long
1,2025-08-26 08:15:05+00:00,EA,0.5,Long
1,2025-08-26 10:11:08+00:00,EA,0.5,Long
1,2025-08-26 16:00:00+00:00,EA,0.5,Long
1,2025-08-27 17:21:45+00:00,EA,0.5,Long
1,2025-08-28 13:15:00+00:00,EA,0.65,Long
1,2025-08-28 15:00:00+00:00,EA,0.6,Long
1,2025-08-28 15:30:06+00:00,EA,0.575,Long
1,2025-08-26 13:00:15+00:00,EXC,0.8,Long
1,2025-08-26 13:10:01+00:00,EXC,0.65,Long
1,2025-08-27 15:45:02+00:00,EXC,0.8,Long
1,2025-08-27 17:14:00+00:00,EXC,0.8,Long
1,2025-08-30 13:00:16+00:00,EXC,0.2,Long
1,2025-08-26 12:39:42+00:00,FANG,0.5,Long
1,2025-09-01 11:00:00+00:00,FANG,0.6,Long
1,2025-09-02 00:00:00+00:00,FANG,0.4,Long
1,2025-08-27 12:00:16+00:00,FAST,0.2,Long
1,2025-08-27 12:18:35+00:00,FAST,0.2,Long
1,2025-08-28 16:00:02+00:00,FAST,0.8,Long
1,2025-08-28 23:55:34+00:00,FAST,0.15000000000000002,Long
1,2025-08-31 14:00:17+00:00,FAST,0.8,Long
1,2025-08-26 16:00:00+00:00,FTNT,0.5,Long
1,2025-08-26 16:27:54+00:00,FTNT,0.55,Long
1,2025-08-27 12:00:00+00:00,FTNT,0.5333333333333333,Long
1,2025-08-27 15:03:00+00:00,FTNT,0.6,Long
1,2025-08-27 04:03:37+00:00,GEHC,-0.5,Short
1,2025-08-28 04:39:18+00:00,GEHC,0.2,Long
1,2025-08-28 12:00:00+00:00,GEHC,0.4,Long
1,2025-08-28 13:00:15+00:00,GEHC,0.4333333333333333,Long
1,2025-08-29 11:45:00+00:00,GEHC,0.6333333333333333,Long
1,2025-09-01 16:53:00+00:00,GEHC,0.5,Long
1,2025-08-26 14:12:12+00:00,GFS,0.5,Long
1,2025-08-27 09:05:00+00:00,GFS,0.5,Long
1,2025-08-27 13:34:18+00:00,GFS,0.5,Long
1,2025-08-27 17:31:13+00:00,GFS,0.3666666666666667,Long
1,2025-08-27 21:33:24+00:00,GFS,0.225,Long
1,2025-08-28 12:00:00+00:00,GFS,0.225,Long
1,2025-08-28 12:10:00+00:00,GFS,0.27999999999999997,Long
1,2025-08-28 12:20:00+00:00,GFS,0.3333333333333333,Long
1,2025-08-28 17:45:25+00:00,GFS,0.38,Long
1,2025-08-26 08:57:51+00:00,GILD,0.8,Long
1,2025-08-26 11:43:33+00:00,GILD,0.8,Long
1,2025-08-26 13:40:00+00:00,GILD,0.8,Long
1,2025-08-26 20:09:21+00:00,GILD,0.8,Long
1,2025-08-27 06:56:48+00:00,GILD,0.8,Long
1,2025-08-27 10:17:06+00:00,GILD,0.74,Long
